id,thana,lat,lon,case_no,date,serial,total_amo,t56,rubber_cartridge,rubber_cartridge1,tear_gas_grenade,baton_rounds,lethal,non_lethal,shotgun_shell
1562,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1562,50,0,20,30,0,0,20,30,0
1563,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1563,40,0,20,20,0,0,20,20,0
1564,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1564,40,0,20,20,0,0,20,20,0
1565,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1565,40,0,20,20,0,0,20,20,0
1566,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1566,48,0,20,28,0,0,20,28,0
1567,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1567,14,14,0,0,0,0,14,0,0
1568,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1568,10,10,0,0,0,0,10,0,0
1569,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1569,11,0,0,0,0,0,11,0,0
1570,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1570,50,0,25,25,0,0,25,25,0
1571,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1571,50,0,25,25,0,0,25,25,0
1572,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1572,50,0,25,25,0,0,25,25,0
1573,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1573,50,0,25,25,0,0,25,25,0
1574,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1574,50,0,25,25,0,0,25,25,0
1575,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1575,50,0,25,25,0,0,25,25,0
1576,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1576,22,22,0,0,0,0,22,0,0
1577,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1577,25,0,0,0,0,0,0,25,0
1578,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1578,2,0,0,0,2,0,0,2,0
1579,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1579,2,0,0,0,2,0,0,2,0
1580,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1580,9,0,0,0,9,0,0,9,0
1581,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1581,4,0,0,0,4,0,0,4,0
1582,Pallabi,23.82032464,90.36511061,৩৪/৩১৩,19/07/2024,1582,3,0,0,0,3,0,0,3,0
1583,Ramna,23.73762372,90.40504404,১৪/১৩৫,19/07/2024,1583,30,0,25,5,0,0,25,5,0
1584,Ramna,23.73762372,90.40504404,১৪/১৩৫,19/07/2024,1584,60,0,25,35,0,0,25,35,0
1585,Ramna,23.73762372,90.40504404,১৪/১৩৫,19/07/2024,1585,30,0,25,5,0,0,25,5,0
1586,Ramna,23.73762372,90.40504404,১৪/১৩৫,19/07/2024,1586,4,0,4,0,0,0,4,0,0
1587,Ramna,23.73762372,90.40504404,১৪/১৩৫,19/07/2024,1587,30,0,25,5,0,0,25,5,0
1588,Ramna,23.73762372,90.40504404,১৪/১৩৫,19/07/2024,1588,30,0,25,5,0,0,25,5,0
1589,Ramna,23.73762372,90.40504404,১৪/১৩৫,19/07/2024,1589,30,0,25,5,0,0,25,5,0
1590,Ramna,23.73762372,90.40504404,১৪/১৩৫,19/07/2024,1590,30,0,25,5,0,0,25,5,0
1591,Ramna,23.73762372,90.40504404,১৪/১৩৫,19/07/2024,1591,25,0,20,5,0,0,20,5,0
1592,Ramna,23.73762372,90.40504404,১৪/১৩৫,19/07/2024,1592,5,0,5,0,0,0,5,0,0
1593,Ramna,23.73762372,90.40504404,১৪/১৩৫,19/07/2024,1593,25,0,20,5,0,0,20,5,0
1594,Ramna,23.73762372,90.40504404,১৪/১৩৫,19/07/2024,1594,35,0,25,10,0,0,25,10,0
1595,Ramna,23.73762372,90.40504404,১৪/১৩৫,19/07/2024,1595,35,0,0,0,35,0,0,35,0
1596,Ramna,23.73762372,90.40504404,১৪/১৩৫,19/07/2024,1596,24,0,0,0,24,0,0,24,0
1597,Ramna,23.73762372,90.40504404,১৪/১৩৫,19/07/2024,1597,4,0,0,0,4,0,0,4,0
